time_s,power_W,soc_percent
0.0,278.05056168792265,60.0
60.0,198.44245348422555,59.9337974853124
120.0,272.1250484157835,59.88654928210187
180.0,192.46704544468628,59.821757603907635
240.0,302.70701970728385,59.775932116896996
300.0,247.00444711584223,59.70385901696669
360.0,238.90826012121556,59.64504843432006
420.0,209.14422944242932,59.58816551524358
480.0,323.3524826148279,59.53836927013824
540.0,240.7282335742236,59.46138058380138
600.0,224.3003333901383,59.40406433771228
660.0,228.87198993128357,59.35065949642891
720.0,281.9385543551017,59.29616616549289
780.0,271.92664736745905,59.229037938265485
840.0,274.76396050933465,59.16429349841609
900.0,275.84926432826296,59.09887350781863
960.0,378.498860562652,59.03319511154999
1020.0,225.6151039207403,58.943076335225555
1080.0,219.26544158620067,58.88935845333967
1140.0,201.17364209830288,58.837152395819146
1200.0,286.95877164933404,58.789253909605264
1260.0,317.73834440180303,58.7209303925459
1320.0,243.16315996853808,58.64527840578357
1380.0,199.5906194485824,58.58738241531487
1440.0,200.53113581655998,58.53986083925568
1500.0,289.03557677669687,58.49211533072793
1560.0,294.59526059069765,58.423297336257285
1620.0,282.5892672951474,58.35315560754521
1680.0,210.06942971028275,58.285872448665415
1740.0,263.92969256056796,58.23585591778201
1800.0,257.00116283836985,58.1730155147914
1860.0,263.12133129811326,58.111824761734646
1920.0,302.28574347398813,58.049176825711285
1980.0,263.41575113231914,57.97720402964605
2040.0,290.7348335132358,57.91448599366217
2100.0,254.05476554463564,57.845263414254255
2160.0,267.3471870760048,57.784774184362675
2220.0,287.877318627495,57.72112009220172
2280.0,162.57067796281663,57.652577873480894
2340.0,230.81975641604294,57.61387056920403
2400.0,221.77767256242987,57.55891348434307
2460.0,211.66736354089926,57.50610927659012
2520.0,233.49150218519893,57.455712285270856
2580.0,339.696518979865,57.400119070464854
2640.0,198.05017665197974,57.31923894689822
2700.0,308.09674841592795,57.27208414293346
2760.0,149.02786466910362,57.198727774263
2820.0,229.9069532923519,57.16324494934178
2880.0,259.7652434456931,57.108505198557886
2940.0,285.17340421553996,57.046656331070814
3000.0,292.6736642888358,56.97875790149568
3060.0,297.6009091810931,56.90907369571263
3120.0,229.0765767324309,56.838216336383795
3180.0,222.25897996809366,56.783674294304646
3240.0,301.47864736067686,56.73075548955034
3300.0,238.5218424829664,56.65897485922637
3360.0,173.45893063881704,56.60218394434947
3420.0,182.00288587676908,56.56088419895927
3480.0,194.83299089441658,56.51755017851242
3540.0,279.8297827430644,56.47116137115661
3600.0,258.5456930686837,56.404535232408264
3660.0,291.42928176748666,56.34297673405858
3720.0,224.36501423544604,56.273588809828226
3780.0,259.51256790865625,56.220168568343595
3840.0,287.53562451398744,56.15837986169868
3900.0,231.43942399999773,56.089918998719156
3960.0,277.4067472960961,56.03481437395725
4020.0,210.28469447229884,55.96876514841056
4080.0,228.2170393578451,55.918697364012395
4140.0,227.09601714262698,55.8643599736891
4200.0,178.24993419310965,55.810289493417045
4260.0,279.21868554318513,55.76784903289487
4320.0,221.83622178681043,55.701368393479825
4380.0,250.75003668211525,55.648550245435345
4440.0,278.8452184381311,55.58884785574913
4500.0,276.7923209345843,55.522456137073384
4560.0,289.9235906507953,55.45655320351753
4620.0,244.0913912087333,55.3875237771721
4680.0,224.60266031760978,55.329406779265256
4740.0,245.21750791867572,55.27592995538011
4800.0,148.7605790295304,55.21754483444709
4860.0,163.17394437831064,55.18212564896387
4920.0,170.63876701644153,55.14327470982617
4980.0,190.1659887413531,55.10264643196511
5040.0,273.98731048935133,55.057368815598124
5100.0,195.67217616017274,54.99213374167209
